country,country_code,region,income_group,year,digital_id_usage_pct,indicator_description,unit_of_measure,frequency,aggregation_method,source_database,data_status,confidentiality_status
Ireland,IRL,Europe & Central Asia,High income,2024,70.01,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,68.86,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,69.11,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,66.98,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,69.96,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,72.29,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,71.07,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,67.27,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,71.02,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,58.62,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,87.35,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,75.85,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,74.07,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,89.25,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,55.25,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,82.56,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,77.21,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,75.77,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,91.29,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,76.77,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,76.33,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Italy,ITA,Europe & Central Asia,High income,2024,74.12,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,21.25,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,35.35,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,44.91,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,43.53,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,18.01,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,36.86,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,28.69,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,25.67,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,48.93,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,27.82,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,40.81,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,39.85,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Japan,JPN,East Asia & Pacific,High income,2024,33.93,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,44.09,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,61.4,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,53.41,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,54.35,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,55.86,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,45.86,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,52.74,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,50.65,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,58.52,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,57.68,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,51.66,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Jordan,JOR,Middle East & North Africa,Lower middle income,2024,59.99,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,90.61,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,93.68,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,92.05,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,83.49,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,83.89,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,88.29,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,56.02,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,92.82,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,91.65,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,79.66,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,92.55,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,82.33,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Korea, Rep.",KOR,East Asia & Pacific,High income,2024,89.96,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,79.09,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,74.39,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,73.59,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,73.73,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,73.53,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,68.71,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,75.25,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,77.71,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,82.75,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,71.48,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,75.69,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,75.87,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kuwait,KWT,Middle East & North Africa,High income,2024,69.45,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,38.76,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,41.73,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,42.47,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,38.55,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,7.37,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,44.08,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,43.61,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,39.09,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,43.73,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,37.41,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,44.74,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,32.64,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2024,43.72,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,80.51,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,82.33,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,80.5,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,70.07,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,82.45,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,82.49,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,79.23,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,74.03,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,83.68,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,84.33,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,80.99,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,86.05,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Latvia,LVA,Europe & Central Asia,High income,2024,75.09,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,79.35,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,89.74,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,83.98,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,85.88,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,76.15,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,83.43,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,80.05,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,74.79,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,59.26,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,85.11,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,76.87,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,81.22,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Mongolia,MNG,East Asia & Pacific,Lower middle income,2024,82.67,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,0.0,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,12.16,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,11.0,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,10.08,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,4.46,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,5.12,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,9.25,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,11.24,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,10.07,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,5.36,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,8.49,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,6.56,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Montenegro,MNE,Europe & Central Asia,Upper middle income,2024,16.16,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,10.26,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,17.43,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,4.49,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,7.34,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,16.14,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
